Date,Price,Open,High,Low,Vol.,Change %
1/8/2024,"14,600.00","14,250.00","14,600.00","14,150.00",6.70M,2.46%
1/5/2024,"14,250.00","14,100.00","14,300.00","14,000.00",6.77M,1.42%
1/4/2024,"14,050.00","13,850.00","14,450.00","13,800.00",5.26M,1.44%
1/3/2024,"13,850.00","13,450.00","13,850.00","13,400.00",2.27M,2.97%
1/2/2024,"13,450.00","13,400.00","13,550.00","13,400.00",1.02M,1.13%
12/29/2023,"13,300.00","13,300.00","13,400.00","13,300.00",1.67M,0.00%
12/28/2023,"13,300.00","13,350.00","13,350.00","13,250.00",1.33M,0.00%
12/27/2023,"13,300.00","13,300.00","13,350.00","13,250.00",732.30K,0.38%
12/26/2023,"13,250.00","13,200.00","13,350.00","13,200.00",921.00K,0.38%
12/25/2023,"13,200.00","13,150.00","13,350.00","13,150.00",755.90K,0.76%
12/22/2023,"13,100.00","13,350.00","13,350.00","13,100.00",1.44M,-1.13%
12/21/2023,"13,250.00","13,200.00","13,250.00","13,100.00",953.50K,0.38%
12/20/2023,"13,200.00","13,250.00","13,350.00","13,150.00",603.60K,0.00%
12/19/2023,"13,200.00","13,150.00","13,350.00","13,100.00",983.20K,0.38%
12/18/2023,"13,150.00","13,550.00","13,550.00","13,150.00",1.54M,-1.87%
12/15/2023,"13,400.00","13,400.00","13,550.00","13,300.00",1.52M,-1.11%
12/14/2023,"13,550.00","13,650.00","13,700.00","13,500.00",1.15M,-0.73%
12/13/2023,"13,650.00","13,950.00","14,000.00","13,600.00",1.22M,-1.80%
12/12/2023,"13,900.00","13,800.00","13,900.00","13,700.00",809.50K,0.00%
